"siteid","spid","x","y","occ","group","bc01","bc04","bc05","bc06","bc12","bc15","bc17","bc20","bc31","bc33","slope","topo","tri"
101923,"pseudo1",375415.8252,8015127.848,0,NA,23.7,0.95,31.7,13.9,3184,77,258,17.9,17,0.65,0,50,0
101924,"pseudo1",316855.8252,8188487.848,0,NA,18.9,0.94,27.1,10.7,2350,82,171,18.5,26,0.5,24.86392,100,1615.675
101925,"pseudo1",329655.8252,8146247.848,0,NA,21.8,0.93,30,12.1,1219,105,47,19.6,66,0.11,32.05289,46,462.623
101926,"pseudo1",392135.8252,7926487.848,0,NA,23.2,1.04,31.6,12.8,1485,102,70,19.3,54,0.18,42.689,47,821.145
101927,"pseudo1",363735.8252,8119927.848,0,NA,24,0.84,31.1,15.5,2028,98,95,18.8,51,0.21,6.648495,20,556.1897
101928,"pseudo1",410215.8252,7945527.848,0,NA,23.1,0.9899999,31,13.5,2008,98,103,18.9,42,0.28,54.69171,54,1238.353
101929,"pseudo1",302375.8252,8284327.848,0,NA,24.7,0.75,31.3,17.4,1617,106,50,19.3,67,0.09999999,0,0,67.8233
101930,"pseudo1",368215.8252,7936087.848,0,NA,20.7,1.1,30,10.3,1177,93,71,19.6,48,0.22,5.374696,0,234.2307
101931,"pseudo1",311335.8252,8253767.848,0,NA,22.4,0.86,29.2,14.9,2066,93,106,18.9,48,0.22,18.37176,99,509.0746
101932,"pseudo1",368135.8252,7985607.848,0,NA,20.8,1.04,29.6,10.9,1543,90,114,19.2,36,0.36,9.865927,34,118.0678
101933,"pseudo1",396615.8252,7934007.848,0,NA,24,1.01,32.1,13.6,1737,101,85,19.1,50,0.21,0.2821382,89,11.04536
101934,"pseudo1",468455.8252,7861207.848,0,NA,23.9,1.03,31.4,13.5,983,109,39,19.8,75,0.09,0.3579275,50,13.0767
101935,"pseudo1",412935.8252,7953687.848,0,NA,23.5,0.97,31.2,13.9,2077,97,110,18.8,41,0.29,40.0589,37,770.3564
101936,"pseudo1",309415.8252,8248407.848,0,NA,22.7,0.86,29.6,15.1,1952,95,90,18.9,52,0.18,12.62981,0,576.9341
101937,"pseudo1",448695.8252,7861127.848,0,NA,23.7,1.05,31.7,13,973,107,38,19.8,74,0.09,0.9337222,82,24.95997
101938,"pseudo1",348375.8252,8046167.848,0,NA,17.9,1.03,27,8.8,2640,71,220,18.2,9,0.82,0,0,570.6619
101939,"pseudo1",381015.8252,7915047.848,0,NA,20.5,1.11,29.8,10.3,1165,96,64,19.6,50,0.2,5.473867,19,238.9707
101940,"pseudo1",344535.8252,8126327.848,0,NA,22.2,0.92,30.5,12.4,1291,105,52,19.5,64,0.12,0.6986932,0,94.83143
101941,"pseudo1",326055.8252,8224807.848,0,NA,21.7,0.87,28.7,14.2,2608,85,177,18.4,32,0.41,19.6818,2,695.7564
101942,"pseudo1",380775.8252,8074727.848,0,NA,22.8,0.89,30.4,14.2,3727,76,298,17.7,13,0.76,22.25483,47,563.0746
101943,"pseudo1",413015.8252,7962407.848,0,NA,23.9,0.96,31.5,14.4,2111,96,112,18.8,41,0.29,1.492778,100,35.88872
101944,"pseudo1",367655.8252,7955367.848,0,NA,20.8,1.07,29.9,10.6,1285,92,84,19.4,44,0.26,0,50,111.8302
101945,"pseudo1",265335.8252,8205687.848,0,NA,21.5,0.96,29.7,11.8,997,110,0,19.9,80,0.06,9.453357,26,213.2698
101946,"pseudo1",423735.8252,7883207.848,0,NA,21.8,1.08,30.4,11.6,1188,105,51,19.6,59,0.14,11.0852,7,652.2047
101947,"pseudo1",454535.8252,7870567.848,0,NA,23.8,1.03,31.4,13.5,1091,108,43,19.6,71,0.09999999,2.141573,76,58.67708
101948,"pseudo1",478935.8252,7837207.848,0,NA,23.6,1.08,31.8,12.4,911,106,41,19.9,76,0.09,0.3892485,100,22.51666
101949,"pseudo1",355495.8252,7994807.848,0,NA,20.7,1.04,29.8,10.6,1398,86,103,19.3,37,0.34,2.477034,100,189.1587
101950,"pseudo1",346295.8252,8082327.848,0,NA,20.1,0.97,28.9,10.5,1570,83,101,19.1,37,0.33,8.355633,0,264.405
101951,"pseudo1",368935.8252,8032807.848,0,NA,21.7,0.97,30.1,12.2,2807,75,237,18.1,15,0.7,44.45539,79,1444.734
101952,"pseudo1",392455.8252,8065767.848,0,NA,23.4,0.88,30.7,14.9,3579,76,274,17.8,16,0.69,0.3216228,38,7.211102
101953,"pseudo1",442295.8252,7883207.848,0,NA,23.8,1.02,31.6,13.6,1277,108,50,19.4,65,0.12,2.435914,14,84.15462
101954,"pseudo1",438055.8252,7866727.848,0,NA,20.2,1.13,29.3,10.3,1457,102,72,19.2,45,0.24,28.32976,40,842.1069
101955,"pseudo1",319255.8252,8231367.848,0,NA,23,0.84,29.7,15.5,2417,90,133,18.6,42,0.28,6.396948,44,416.2463
101956,"pseudo1",336295.8252,8072247.848,0,NA,18.8,1,27.8,9.3,1706,77,128,18.9,27,0.48,3.105973,18,548.2363
101957,"pseudo1",467655.8252,7863367.848,0,NA,23.9,1.02,31.3,13.6,1006,109,40,19.7,74,0.09,0.3570328,0,16.40122
101958,"pseudo1",334775.8252,8042007.848,0,NA,19.7,1.03,28.9,9.6,1451,82,97,19.2,34,0.38,14.84141,52,290.9175
101959,"pseudo1",281815.8252,8201127.848,0,NA,18.2,0.97,26.8,9.6,2130,84,147,18.6,29,0.46,16.01824,65,265.7273
101960,"pseudo1",459815.8252,7866647.848,0,NA,23.8,1.03,31.4,13.5,1043,108,41,19.7,73,0.09999999,0.2439367,50,10.34408
101961,"pseudo1",300295.8252,8292087.848,0,NA,24.8,0.73,31.5,17.6,1619,106,49,19.3,67,0.09,0.269972,90,9.380832
101962,"pseudo1",342935.8252,8036967.848,0,NA,19.8,1.02,28.9,9.900001,1861,75,145,18.8,24,0.54,16.82813,60,235.3551
101963,"pseudo1",395735.8252,7959127.848,0,NA,23.8,0.98,31.7,13.8,1943,96,102,18.9,44,0.27,11.73164,21,212.7722
101964,"pseudo1",368615.8252,8035767.848,0,NA,22.5,0.96,30.7,12.8,3000,75,253,18,16,0.69,12.58579,4,729.8329
101965,"pseudo1",340935.8252,8033127.848,0,NA,20.2,1.02,29.3,10,1713,76,131,18.9,28,0.47,7.390318,2,266.8295
101966,"pseudo1",364695.8252,8021527.848,0,NA,22.2,0.98,30.6,12.3,2476,77,202,18.3,21,0.58,18.90683,90,1052.085
101967,"pseudo1",319655.8252,8240487.848,0,NA,23.1,0.83,29.8,15.7,2266,93,116,18.7,46,0.23,2.032784,100,208.6408
101968,"pseudo1",281255.8252,8177127.848,0,NA,22.5,0.93,30.6,12.4,790,116,0,20.2,92,0.04,1.687024,2,111.6512
101969,"pseudo1",305895.8252,8245847.848,0,NA,21,0.9,28.3,13.2,2237,88,147,18.6,37,0.33,23.89283,74,382.0733
101970,"pseudo1",377975.8252,8054247.848,0,NA,22.6,0.93,30.4,13.6,3361,77,275,17.9,14,0.74,8.126566,0,205.3217
101971,"pseudo1",447415.8252,7879127.848,0,NA,23.9,1.02,31.6,13.6,1209,108,47,19.5,67,0.12,0.8454612,25,33.13608
101972,"pseudo1",371575.8252,8056407.848,0,NA,21.5,0.95,29.7,12.4,3273,72,279,17.9,11,0.79,6.555717,15,484.0764
101973,"pseudo1",314535.8252,8234887.848,0,NA,22.9,0.85,29.7,15.3,2201,93,112,18.7,47,0.23,7.99273,99,167.9137
101974,"pseudo1",358935.8252,7950247.848,0,NA,20.6,1.09,29.9,10.2,1153,91,75,19.6,47,0.23,13.32556,100,346.0145
101975,"pseudo1",407335.8252,7934647.848,0,NA,24,0.9899999,31.9,13.9,1869,100,93,19,47,0.23,0.4720449,50,18.13836
101976,"pseudo1",367015.8252,8109607.848,0,NA,23,0.87,30.5,14.4,2321,89,140,18.6,38,0.32,40.75049,0,1711.966
101977,"pseudo1",453495.8252,7875287.848,0,NA,23.9,1.02,31.5,13.7,1152,108,45,19.6,69,0.11,5.177268,14,180.2665
101978,"pseudo1",295895.8252,8227687.848,0,NA,22.1,0.92,29.3,13.6,1661,98,73,19.1,57,0.15,12.4637,54,474.7557
101979,"pseudo1",425655.8252,7881687.848,0,NA,20.4,1.11,29.4,10.6,1504,103,74,19.2,44,0.25,24.3755,83,870.6268
101980,"pseudo1",363175.8252,7991687.848,0,NA,20.6,1.04,29.5,10.7,1566,86,122,19.1,33,0.38,6.423001,23,148.9262
101981,"pseudo1",398855.8252,8044167.848,0,NA,23.4,0.9,30.8,14.8,3359,77,247,17.9,18,0.66,0,0,374.7693
101982,"pseudo1",316695.8252,8232647.848,0,NA,23.3,0.84,30,15.7,2277,93,115,18.7,46,0.23,17.40878,31,199.4167
101983,"pseudo1",362935.8252,7953847.848,0,NA,20.6,1.08,29.9,10.3,1223,91,81,19.5,45,0.25,13.5705,31,171.1754
101984,"pseudo1",340215.8252,8107287.848,0,NA,21.2,0.93,30,11.4,1157,104,42,19.6,64,0.11,18.47769,55,331.2537
101985,"pseudo1",404375.8252,7907367.848,0,NA,20.5,1.1,29.4,10.6,1404,101,73,19.3,45,0.24,12.06227,41,170.0735
101986,"pseudo1",310055.8252,8197367.848,0,NA,21.6,0.91,29.2,13.1,1718,93,91,19,49,0.21,60.29564,40,1659.849
101987,"pseudo1",349015.8252,8048087.848,0,NA,18.9,1.01,27.9,9.5,2168,74,170,18.5,18,0.64,6.478027,33,271.7904
101988,"pseudo1",291975.8252,8187687.848,0,NA,22,0.93,29.9,12.6,1091,106,36,19.7,74,0.08,2.048348,0,363.0441
101989,"pseudo1",427975.8252,7874327.848,0,NA,21,1.11,29.9,10.9,1258,104,57,19.5,53,0.17,25.08899,88,1263.131
101990,"pseudo1",349015.8252,8097367.848,0,NA,20.3,0.94,29,11,1375,95,67,19.3,50,0.19,0,50,0
101991,"pseudo1",364375.8252,8036727.848,0,NA,20,1,28.7,10.7,2925,69,262,18,9,0.83,53.20678,83,1187.099
101992,"pseudo1",365575.8252,8015927.848,0,NA,23.7,0.96,31.9,13.5,2934,77,244,18,20,0.61,0,50,83.49252
101993,"pseudo1",409975.8252,7919687.848,0,NA,24,1.01,32,13.7,1792,104,79,19,51,0.21,0.3937335,59,15.90597
101994,"pseudo1",339655.8252,8156167.848,0,NA,22,0.89,29.7,13.2,1636,96,83,19.1,52,0.19,0,50,62.482
101995,"pseudo1",300295.8252,8257927.848,0,NA,21.9,0.89,29,14.1,1868,96,92,19,51,0.19,44.40251,58,814.2825
101996,"pseudo1",495015.8252,7862407.848,0,NA,23.9,1,31.1,14.2,1089,109,45,19.6,71,0.09999999,0.06154373,43,3.872983
101997,"pseudo1",388055.8252,7923047.848,0,NA,22.6,1.06,31.3,12.2,1265,102,59,19.5,57,0.16,44.4271,36,1365.937
101998,"pseudo1",305575.8252,8231287.848,0,NA,22.6,0.89,29.5,14.5,1949,95,93,18.9,51,0.19,8.917749,11,327.5149
101999,"pseudo1",382215.8252,8024727.848,0,NA,21.2,0.97,29.4,12.2,3006,75,256,18,12,0.77,40.90352,75,802.5017
102000,"pseudo1",393415.8252,7941607.848,0,NA,24,1,32.1,13.6,1761,99,90,19,49,0.22,0.2200244,54,8.544003
102001,"pseudo1",357015.8252,8078567.848,0,NA,20,0.96,28.6,10.9,2361,71,190,18.4,21,0.6,6.56846,50,210.3759
102002,"pseudo1",388055.8252,7918167.848,0,NA,22.7,1.06,31.4,12.1,1196,102,54,19.6,60,0.14,35.40202,53,1075.919
102003,"pseudo1",347015.8252,8097527.848,0,NA,20.2,0.94,28.9,10.9,1324,96,63,19.4,51,0.18,2.955652,100,91.98913
102004,"pseudo1",293015.8252,8223287.848,0,NA,22.2,0.93,29.5,13.5,1567,99,64,19.2,60,0.13,5.247437,51,201.9975
102005,"pseudo1",322615.8252,8198327.848,0,NA,23.7,0.82,30.5,15.9,2741,87,163,18.3,36,0.35,8.306027,1,427.5979
102006,"pseudo1",346055.8252,8013127.848,0,NA,19.9,1.05,29,9.8,1735,75,139,18.9,26,0.51,16.47702,23,388.0103
102007,"pseudo1",409655.8252,7921287.848,0,NA,23.9,1.01,31.9,13.7,1799,104,81,19,50,0.21,15.16626,19,249.4534
102008,"pseudo1",317655.8252,8194567.848,0,NA,23,0.86,30.1,14.8,2178,90,119,18.7,44,0.26,17.68903,100,318.7601
102009,"pseudo1",378855.8252,8128407.848,0,NA,23.6,0.8,30.4,16.1,2480,87,149,18.5,37,0.33,22.47123,0,1005.137
102010,"pseudo1",399175.8252,7912087.848,0,NA,21.9,1.07,30.6,11.7,1213,102,56,19.6,56,0.16,29.55487,8,1364.632
102011,"pseudo1",360775.8252,7974087.848,0,NA,21.2,1.05,30.2,10.9,1242,93,81,19.5,47,0.25,51.44237,78,1846.891
102012,"pseudo1",293095.8252,8232247.848,0,NA,22.3,0.92,29.5,13.7,1570,101,61,19.2,62,0.12,9.118423,11,216.8248
102013,"pseudo1",296055.8252,8309367.848,0,NA,24.7,0.73,31.5,17.5,1637,106,46,19.3,68,0.09,3.312981,67,107.5546
102014,"pseudo1",409895.8252,7954727.848,0,NA,23.1,0.98,30.9,13.5,2081,97,111,18.8,40,0.31,46.45428,27,1032.253
102015,"pseudo1",352855.8252,8128487.848,0,NA,21.7,0.9,29.8,12.6,1676,94,88,19.1,48,0.21,13.40094,60,387.8672
102016,"pseudo1",267015.8252,8191127.848,0,NA,19.5,0.98,28.3,10,1416,96,69,19.3,53,0.18,8.065291,100,232.2305
102017,"pseudo1",261415.8252,8192407.848,0,NA,19.7,0.97,28.4,10.1,1348,98,61,19.4,56,0.15,14.00058,58,251.3086
102018,"pseudo1",336135.8252,8089927.848,0,NA,19.9,0.98,29,10,1265,92,63,19.4,50,0.19,6.89334,3,448.1997
102019,"pseudo1",366535.8252,7999527.848,0,NA,20.6,1.03,29.4,10.9,1836,82,150,18.8,27,0.47,70.05441,37,1511.25
102020,"pseudo1",295335.8252,8247287.848,0,NA,22.4,0.91,29.5,14.2,1597,102,60,19.2,62,0.12,30.40821,33,924.508
102021,"pseudo1",325735.8252,8155687.848,0,NA,22.1,0.91,30.1,12.7,1255,106,50,19.6,66,0.11,4.297354,0,279.5497
102022,"pseudo1",423815.8252,7936567.848,0,NA,24,0.97,31.5,14.3,1941,99,98,18.9,45,0.25,0.0727011,93,2.828427
102023,"pseudo1",360695.8252,7961607.848,0,NA,20.3,1.08,29.5,10.1,1304,89,91,19.4,41,0.3,20.85803,30,362.7162
102024,"pseudo1",284055.8252,8205847.848,0,NA,18.1,0.97,26.7,9.7,2229,83,158,18.6,27,0.49,11.3992,46,231.683
102025,"pseudo1",432695.8252,7872487.848,0,NA,21.2,1.1,30,11.2,1228,105,53,19.5,56,0.16,19.05515,74,416.3592
102026,"pseudo1",355655.8252,7954887.848,0,NA,20.6,1.09,30,10.1,1120,91,73,19.7,48,0.23,10.90063,67,162.0093
102027,"pseudo1",317895.8252,8258727.848,0,NA,23.2,0.82,29.8,16,2070,95,97,18.9,50,0.2,17.1431,9,816.749
102028,"pseudo1",495735.8252,7857927.848,0,NA,23.9,1.01,31.2,14,1060,109,44,19.6,72,0.09999999,0.5715941,77,23.74868
102029,"pseudo1",355175.8252,8022247.848,0,NA,19.8,1.03,28.7,10.1,2383,70,210,18.4,14,0.72,4.794522,59,160.306
102030,"pseudo1",372295.8252,8006167.848,0,NA,23.8,0.96,31.9,13.7,2636,85,181,18.3,25,0.51,0.8248599,0,26.03843
102031,"pseudo1",444375.8252,7861847.848,0,NA,22.7,1.08,31.1,12.2,1016,107,41,19.8,69,0.09999999,38.3969,36,1639.776
102032,"pseudo1",348295.8252,8054567.848,0,NA,19.2,1,28.2,9.8,2153,74,172,18.5,19,0.63,18.80264,0,776.9562
102033,"pseudo1",413495.8252,7975847.848,0,NA,21,0.9899999,29,12.3,2563,87,180,18.4,21,0.58,35.39497,100,2301.598
102034,"pseudo1",369815.8252,8063527.848,0,NA,21,0.95,29.2,11.9,3320,69,282,17.9,11,0.79,62.6448,60,1358.992
102035,"pseudo1",363015.8252,7967127.848,0,NA,21.3,1.06,30.3,11,1232,94,77,19.5,48,0.23,51.63496,84,1573.526
102036,"pseudo1",413335.8252,7918487.848,0,NA,24.1,1.01,32,13.8,1820,105,79,19,51,0.21,0.4015606,1,13.15295
102037,"pseudo1",310055.8252,8287847.848,0,NA,24.5,0.74,31,17.5,1714,103,61,19.2,63,0.12,10.8225,17,317.1608
102038,"pseudo1",478375.8252,7841767.848,0,NA,23.7,1.07,31.7,12.7,917,107,40,19.8,77,0.09,0.3047368,90,16.06238
102039,"pseudo1",481575.8252,7857847.848,0,NA,23.5,1.03,31,13.4,1024,109,43,19.7,72,0.09999999,11.22665,60,351.9545
102040,"pseudo1",335095.8252,8043447.848,0,NA,19.6,1.03,28.8,9.5,1458,82,97,19.2,34,0.38,7.612074,50,385.5567
102041,"pseudo1",290055.8252,8296567.848,0,NA,24.6,0.75,31.5,17.1,1549,108,41,19.4,71,0.08,0.255482,5,32.96968
102042,"pseudo1",386695.8252,8031447.848,0,NA,21.5,0.96,29.5,12.6,3278,75,277,17.9,10,0.81,35.60963,58,1389.099
102043,"pseudo1",382695.8252,7962007.848,0,NA,23.3,1,31.6,13.1,1719,98,86,19.1,47,0.24,15.30416,50,545.0862
102044,"pseudo1",463495.8252,7875687.848,0,NA,23.9,1,31.2,13.9,1156,108,46,19.5,69,0.11,0.2881503,99,13.96424
102045,"pseudo1",407335.8252,7925927.848,0,NA,23.7,1.01,31.7,13.5,1798,103,85,19,49,0.22,28.45218,57,437.9646
102046,"pseudo1",319415.8252,8250407.848,0,NA,20.5,0.88,27.8,13.3,2824,82,223,18.2,26,0.52,31.81564,100,1526.277
102047,"pseudo1",383335.8252,8065847.848,0,NA,23.1,0.9,30.6,14.3,3603,77,287,17.8,14,0.73,8.273378,25,565.8224
102048,"pseudo1",357175.8252,7957367.848,0,NA,20.6,1.09,29.9,10.2,1163,91,77,19.6,46,0.24,3.185285,97,315.3997
102049,"pseudo1",341495.8252,8049607.848,0,NA,18.8,1.02,27.9,9.2,1750,79,126,18.9,26,0.51,11.03829,86,175.0143
102050,"pseudo1",483815.8252,7854007.848,0,NA,23.4,1.04,31,13.2,1013,108,43,19.7,72,0.09999999,9.97145,57,387.7693
102051,"pseudo1",300135.8252,8260727.848,0,NA,23.1,0.85,30,15.3,1649,102,60,19.2,63,0.12,7.261778,0,512.3866
102052,"pseudo1",364295.8252,8094327.848,0,NA,21.3,0.92,29.4,12.3,2365,79,166,18.5,29,0.45,50.06489,59,1509.933
102053,"pseudo1",294375.8252,8242087.848,0,NA,21.7,0.93,29,13.4,1675,98,75,19.1,56,0.16,33.13012,49,449.6888
102054,"pseudo1",376695.8252,7951767.848,0,NA,23.2,1.03,31.7,12.7,1476,99,73,19.3,52,0.2,36.68607,37,879.0905
102055,"pseudo1",302295.8252,8242647.848,0,NA,22.6,0.89,29.5,14.5,1789,98,77,19.1,56,0.16,37.28261,14,991.8719
102056,"pseudo1",406615.8252,8047047.848,0,NA,23.5,0.89,30.6,15.1,3312,78,233,17.9,19,0.63,0.6866043,60,19.23538
102057,"pseudo1",399095.8252,7945767.848,0,NA,23.9,0.9899999,31.9,13.8,1880,97,98,18.9,46,0.25,0.527389,0,44.74371
102058,"pseudo1",397735.8252,8038407.848,0,NA,23.5,0.91,30.9,14.7,3367,77,251,17.9,17,0.66,0,50,0
102059,"pseudo1",427815.8252,7899767.848,0,NA,23.9,1.01,31.8,13.7,1612,108,62,19.1,57,0.16,1.400377,44,48.77499
102060,"pseudo1",401655.8252,7944327.848,0,NA,24,0.9899999,31.9,13.8,1894,98,98,18.9,46,0.25,0.6695681,30,21.0238
102061,"pseudo1",353495.8252,8147847.848,0,NA,22,0.87,29.6,13.5,2077,89,121,18.7,40,0.29,10.28036,13,333.3677
102062,"pseudo1",306775.8252,8297527.848,0,NA,24.9,0.72,31.4,17.9,1686,104,55,19.3,65,0.11,10.2687,20,435.0069
102063,"pseudo1",413095.8252,7895687.848,0,NA,20.7,1.1,29.6,10.8,1364,103,66,19.4,49,0.21,45.26231,18,1407.276
102064,"pseudo1",475175.8252,7868487.848,0,NA,23.9,1,31,13.9,1081,109,43,19.6,71,0.09999999,0.3862723,90,14.62874
102065,"pseudo1",355655.8252,8006887.848,0,NA,19.6,1.05,28.6,9.8,2003,74,168,18.6,20,0.6,11.64178,73,325.7453
102066,"pseudo1",380855.8252,8053687.848,0,NA,22.5,0.93,30.3,13.6,3409,77,278,17.8,13,0.76,21.14853,99,509.9765
102067,"pseudo1",366855.8252,7994407.848,0,NA,20.1,1.04,29,10.5,1857,81,154,18.8,26,0.5,21.87355,12,968.236
102068,"pseudo1",339335.8252,8064727.848,0,NA,18.2,1.01,27.2,8.900001,2175,73,178,18.5,17,0.68,5.234714,100,317.2003
102069,"pseudo1",375895.8252,8031687.848,0,NA,19.3,1,27.9,10.5,3346,69,302,17.8,4,0.92,38.53806,42,1122.142
102070,"pseudo1",482935.8252,7822007.848,0,NA,23.4,1.12,32.1,11.6,878,104,40,19.9,76,0.09,2.087253,16,134.1827
102071,"pseudo1",384535.8252,7969127.848,0,NA,21.8,1.02,30.3,12,1745,94,107,19,38,0.33,42.01641,42,1120.889
102072,"pseudo1",388775.8252,7999847.848,0,NA,23.8,0.95,31.6,14.1,2453,91,143,18.5,32,0.42,0.3465321,100,11.7047
102073,"pseudo1",359975.8252,8043367.848,0,NA,20.7,0.98,29.3,11.1,2686,70,233,18.2,14,0.72,13.44216,50,508.541
102074,"pseudo1",318055.8252,8166647.848,0,NA,20.9,0.93,29,11.7,1443,97,71,19.3,54,0.17,24.06302,0,1293.86
102075,"pseudo1",324375.8252,8259287.848,0,NA,23.7,0.79,30.2,16.7,2112,96,97,18.9,51,0.19,47.6847,100,1297.576
102076,"pseudo1",329495.8252,8210087.848,0,NA,23.2,0.82,29.9,15.8,3031,84,200,18.2,30,0.44,45.94242,77,1428.574
102077,"pseudo1",377335.8252,7998967.848,0,NA,23.8,0.96,31.8,13.7,2338,92,125,18.5,33,0.39,0.3359199,50,14.52584
102078,"pseudo1",350535.8252,8063447.848,0,NA,18.9,0.9899999,27.7,9.7,2394,71,201,18.3,15,0.71,3.219381,100,463.6227
102079,"pseudo1",291575.8252,8221847.848,0,NA,22.3,0.93,29.6,13.5,1523,100,60,19.3,62,0.12,6.536869,95,190.4836
102080,"pseudo1",409655.8252,7961047.848,0,NA,23.9,0.96,31.5,14.2,2085,96,110,18.8,41,0.29,0.3876848,50,15.06652
102081,"pseudo1",492295.8252,7827527.848,0,NA,23.6,1.1,32.1,12.1,912,106,41,19.8,76,0.09,0.6903062,40,24.20744
102082,"pseudo1",367335.8252,7985207.848,0,NA,20.8,1.04,29.6,10.9,1513,90,111,19.2,37,0.35,0,50,100.8067
102083,"pseudo1",306295.8252,8302007.848,0,NA,24.9,0.71,31.5,18,1683,104,53,19.3,65,0.09999999,0.9901053,0,154.4344
102084,"pseudo1",296855.8252,8306727.848,0,NA,24.6,0.73,31.4,17.4,1654,105,48,19.3,67,0.09,12.90932,18,470.9172
102085,"pseudo1",301335.8252,8306967.848,0,NA,24.6,0.72,31.3,17.5,1692,104,52,19.3,65,0.09999999,8.827519,43,332.8573
102086,"pseudo1",399175.8252,8011527.848,0,NA,23.6,0.93,31.2,14.5,2964,83,209,18.1,23,0.57,0.3110909,45,12.08305
102087,"pseudo1",332135.8252,8168887.848,0,NA,22.7,0.86,30.1,14.2,1691,98,81,19.1,54,0.17,14.96964,33,487.0595
102088,"pseudo1",401415.8252,7924647.848,0,NA,23.7,1.02,31.9,13.4,1699,103,79,19.1,51,0.2,17.50647,57,388.0953
102089,"pseudo1",423575.8252,7935367.848,0,NA,24,0.97,31.6,14.3,1935,100,97,18.9,45,0.25,0.06596654,58,2.645751
102090,"pseudo1",328215.8252,8061847.848,0,NA,19,1.02,28.2,9.1,1384,81,91,19.2,35,0.36,3.505065,23,143.398
102091,"pseudo1",349575.8252,8144007.848,0,NA,20.8,0.9,28.8,12.2,1921,89,112,18.8,40,0.3,24.24034,100,1370.238
102092,"pseudo1",303655.8252,8215047.848,0,NA,22.6,0.89,29.7,14.2,1902,94,93,18.9,51,0.19,3.850972,13,468.52
102093,"pseudo1",378215.8252,8032647.848,0,NA,20.4,0.98,28.7,11.4,3226,71,287,17.9,7,0.87,13.12777,0,775.1864
102094,"pseudo1",429175.8252,7885127.848,0,NA,19.4,1.12,28.5,9.900001,2063,99,117,18.7,27,0.48,10.60832,0,330.427
102095,"pseudo1",407895.8252,7909447.848,0,NA,20.5,1.09,29.4,10.8,1514,101,79,19.2,43,0.27,48.88703,26,952.9995
102096,"pseudo1",400215.8252,7944647.848,0,NA,23.9,0.9899999,31.9,13.8,1883,98,98,18.9,46,0.25,2.235438,99,54.12024
102097,"pseudo1",352055.8252,7999367.848,0,NA,20.6,1.04,29.6,10.4,1428,83,108,19.2,35,0.36,29.6104,35,419.6546
102098,"pseudo1",328375.8252,8170007.848,0,NA,22.1,0.89,29.7,13.4,1604,97,79,19.2,54,0.17,7.844208,53,245.7234
102099,"pseudo1",383255.8252,8099287.848,0,NA,24,0.83,31,15.9,3315,82,228,18,24,0.54,0.1248855,50,2
102100,"pseudo1",372775.8252,8076087.848,0,NA,18.3,0.97,26.7,10.2,3894,67,351,17.6,2,0.97,40.01543,40,1308.143
102101,"pseudo1",307335.8252,8302327.848,0,NA,24.4,0.73,31,17.5,1751,102,61,19.2,62,0.12,20.80359,46,603.8046
102102,"pseudo1",321575.8252,8208887.848,0,NA,23.5,0.83,30.2,15.8,2876,85,177,18.3,33,0.38,0.06878703,44,280.822
102103,"pseudo1",331175.8252,8149047.848,0,NA,21.4,0.92,29.6,12,1358,100,60,19.4,59,0.14,12.09127,72,396.5413
102104,"pseudo1",437495.8252,7869127.848,0,NA,21.1,1.1,29.9,11.1,1243,106,53,19.5,55,0.16,21.91087,0,728.263
102105,"pseudo1",278455.8252,8201127.848,0,NA,19.5,0.97,28,10.4,1597,92,88,19.1,46,0.23,34.90012,52,1130.315
102106,"pseudo1",379815.8252,8018327.848,0,NA,23.7,0.94,31.5,14,3446,76,283,17.8,15,0.71,0,50,0
102107,"pseudo1",339015.8252,8103927.848,0,NA,21.3,0.94,30.2,11.3,1133,104,40,19.7,65,0.09999999,1.594617,20,284.4802
102108,"pseudo1",350855.8252,8097127.848,0,NA,20.3,0.94,28.8,11.1,1445,94,75,19.2,47,0.22,12.5198,20,236.7932
102109,"pseudo1",308935.8252,8174727.848,0,NA,19.7,0.95,28.1,10.7,1699,90,100,19,42,0.27,18.76362,85,1323.635
102110,"pseudo1",410215.8252,7920967.848,0,NA,24,1.01,32,13.7,1804,104,81,19,50,0.21,0.3099898,92,114.9478
102111,"pseudo1",428935.8252,7881847.848,0,NA,20.2,1.11,29.2,10.5,1630,102,83,19.1,41,0.29,24.63663,63,709.7034
102112,"pseudo1",342215.8252,8070087.848,0,NA,18.7,1,27.7,9.400001,1975,74,158,18.6,22,0.58,12.39972,67,272.4371
102113,"pseudo1",301815.8252,8244887.848,0,NA,21.6,0.91,28.7,13.6,1946,93,105,18.9,47,0.23,16.28562,100,1161.251
102114,"pseudo1",376135.8252,8029367.848,0,NA,19.7,0.9899999,28.2,10.8,3224,70,291,17.9,5,0.9,16.45555,100,946.3276
102115,"pseudo1",281255.8252,8187527.848,0,NA,21.6,0.95,29.7,11.9,979,108,28,19.9,78,0.07,12.94616,23,445.2348
102116,"pseudo1",376535.8252,7938407.848,0,NA,21,1.08,30,10.8,1271,95,75,19.5,47,0.23,0,0,144.7411
102117,"pseudo1",348135.8252,8001847.848,0,NA,20.3,1.05,29.5,10.1,1431,81,108,19.2,34,0.38,6.523574,9,274.6198
102118,"pseudo1",329815.8252,8163367.848,0,NA,22.2,0.89,29.9,13.3,1493,100,69,19.3,58,0.15,0,71,84.99412
