siteid,spid,x,y,occ,group,cti,disturb,mi,rainann,raindq,rugged,soildepth,soilfert,solrad,tempann,tempmin,topo,vegsys
100944,pseudo1,151.2402516,-32.51118441,0,NA,1399,4,52,740,138,7,1019,2,86,174,30,-1,9
100945,pseudo1,152.0631312,-28.51279859,0,NA,1379,3,64,862,150,10,1039,1,91,148,21,0,2
100946,pseudo1,153.1144387,-29.73767522,0,NA,1059,3,74,1170,174,4,1090,1,91,189,71,1,7
100947,pseudo1,151.5001556,-31.46527287,0,NA,1349,1,80,1056,234,40,1009,4,91,114,-7,-22,3
100948,pseudo1,151.8814682,-31.57948677,0,NA,1219,4,75,972,126,49,1039,2,86,173,59,4,9
100949,pseudo1,153.1917804,-29.68551454,0,NA,1449,3,83,1442,216,25,1129,2,87,187,72,-12,3
100950,pseudo1,152.1449695,-30.35011353,0,NA,1359,4,76,900,144,20,1029,2,94,116,0,-2,9
100951,pseudo1,152.7933807,-29.13423013,0,NA,1349,4,73,1142,144,69,1019,1,91,185,49,-24,3
100952,pseudo1,152.9111919,-28.90310436,0,NA,1379,4,68,980,114,12,1070,1,93,194,59,-4,9
100953,pseudo1,152.3850885,-30.69275523,0,NA,1239,4,81,1176,162,22,1090,2,87,182,65,-4,9
100954,pseudo1,153.3959265,-28.66658266,0,NA,1169,3,90,1832,234,26,1179,4,88,188,64,-1,2
100955,pseudo1,151.7240868,-30.81056642,0,NA,1429,4,66,816,150,13,1009,2,89,124,-7,-2,9
100956,pseudo1,152.8995007,-28.34012876,0,NA,1389,1,90,1308,162,78,1049,5,91,173,48,-33,2
100957,pseudo1,152.3347265,-31.83219626,0,NA,1269,3,85,1134,168,26,1070,2,84,171,47,0,3
100958,pseudo1,152.6755695,-31.08665829,0,NA,1249,3,85,1374,186,33,1009,2,88,180,72,-17,3
100959,pseudo1,151.7411739,-30.1243837,0,NA,1229,4,77,892,180,11,990,1,91,108,-3,10,9
100960,pseudo1,151.2240638,-30.99672608,0,NA,1129,4,54,776,168,36,980,2,85,151,-1,20,9
100961,pseudo1,152.0946075,-32.14605966,0,NA,1279,3,80,1108,174,25,1090,2,88,166,55,-6,2
100962,pseudo1,151.7978312,-32.88170509,0,NA,1429,4,70,1056,234,2,1240,1,86,175,58,0,9
100963,pseudo1,153.0254058,-30.03984743,0,NA,1229,2,85,1502,180,22,1129,1,88,178,66,6,3
100964,pseudo1,152.347317,-30.82225761,0,NA,1179,3,82,1086,150,25,1080,2,87,181,61,5,3
100965,pseudo1,152.7394214,-29.8428959,0,NA,1419,3,80,1152,150,46,1000,2,88,179,59,-30,3
100966,pseudo1,152.031655,-31.36275016,0,NA,1089,1,94,1306,174,60,1009,2,73,121,-9,31,2
100967,pseudo1,152.8905075,-28.7007569,0,NA,1219,4,74,1054,126,21,1070,5,89,190,51,8,9
100968,pseudo1,153.4274028,-28.82396402,0,NA,1429,4,85,1644,234,9,1169,4,90,186,64,-5,9
100969,pseudo1,152.5028997,-29.92383488,0,NA,1139,1,70,1142,156,71,910,2,90,165,35,3,3
100970,pseudo1,152.1251845,-29.17739758,0,NA,1279,3,86,1150,174,20,1110,2,89,132,9,6,3
100971,pseudo1,151.6863153,-30.60462167,0,NA,1379,4,62,784,150,13,1039,2,92,127,-10,0,9
100972,pseudo1,153.5029458,-28.6638847,0,NA,1509,4,89,1826,270,14,1169,4,90,195,78,-5,9
100973,pseudo1,152.2079221,-28.81407148,0,NA,1179,4,68,970,144,25,1070,1,94,163,35,-3,9
100974,pseudo1,151.4569882,-31.7602505,0,NA,1199,3,79,978,210,48,990,5,85,118,-9,13,2
100975,pseudo1,151.9696017,-31.20626812,0,NA,1369,4,75,854,120,12,1019,2,89,124,-19,1,9
100976,pseudo1,151.973199,-31.93921559,0,NA,1639,4,75,1004,138,17,1059,2,88,171,50,-8,9
100977,pseudo1,152.0550373,-28.67917317,0,NA,1559,4,74,990,180,17,1039,1,92,140,15,-6,9
100978,pseudo1,151.4992563,-32.10918745,0,NA,1159,1,93,1786,312,70,1100,2,80,137,-4,-25,1
100979,pseudo1,153.2394445,-29.87527149,0,NA,1479,2,79,1354,174,7,1110,2,88,187,75,-2,3
100980,pseudo1,152.6279055,-31.53901728,0,NA,1249,3,91,1498,228,48,1090,2,87,174,66,-18,2
100981,pseudo1,152.8401455,-28.60992537,0,NA,1379,4,87,1360,156,45,1029,5,81,179,47,0,9
100982,pseudo1,152.6521872,-28.8599369,0,NA,1459,4,69,1052,126,9,1090,2,92,185,41,-2,9
100983,pseudo1,152.9444668,-31.02730303,0,NA,1312,4,82,1264,216,0,1080,3,88,183,63,0,9
100984,pseudo1,152.9264804,-29.27452437,0,NA,1479,3,74,1138,156,11,1090,2,89,190,61,-7,3
100985,pseudo1,153.2034716,-28.95706368,0,NA,1299,3,77,1186,168,5,1090,1,90,197,72,-3,5
100986,pseudo1,153.5281268,-28.89141317,0,NA,1312,4,86,1734,288,0,1169,4,88,196,82,0,9
100987,pseudo1,152.8896082,-30.40677082,0,NA,1609,2,88,2054,270,15,1129,2,86,186,68,-16,2
100988,pseudo1,151.5532156,-31.00931659,0,NA,1349,4,70,862,186,6,1049,4,91,117,-5,2,9
100989,pseudo1,152.5577584,-30.3366237,0,NA,1249,4,91,1708,240,26,1029,4,94,124,4,12,9
100990,pseudo1,152.7376228,-28.67377724,0,NA,1329,3,83,1376,162,34,1080,5,93,169,43,-6,2
100991,pseudo1,152.05144,-28.74932029,0,NA,1399,3,71,946,174,8,1070,1,93,140,14,2,2
100992,pseudo1,151.3535661,-31.09565151,0,NA,1199,4,62,776,174,52,970,2,79,125,-32,-6,9
100993,pseudo1,150.9416766,-32.11368407,0,NA,1449,4,45,632,120,4,970,3,88,174,41,0,9
100994,pseudo1,152.3814912,-30.49400506,0,NA,1189,2,94,1998,288,24,1110,4,83,102,-5,9,3
100995,pseudo1,152.1962309,-28.92828538,0,NA,1139,3,80,1086,168,30,1059,1,86,146,15,26,3
100996,pseudo1,151.3086,-31.11363795,0,NA,1159,3,69,812,186,63,899,2,76,139,-13,6,3
100997,pseudo1,151.8185156,-30.18823556,0,NA,1289,4,75,852,162,13,959,1,90,111,-2,-4,9
100998,pseudo1,152.7789916,-31.67841219,0,NA,1312,4,87,1456,240,9,1139,2,86,177,53,0,9
100999,pseudo1,153.1594048,-29.90315048,0,NA,1389,3,77,1286,156,3,1139,2,89,187,73,1,5
101000,pseudo1,151.2483455,-32.60741187,0,NA,1129,4,51,718,132,1,1019,3,87,176,35,0,9
101001,pseudo1,151.7420733,-31.25932812,0,NA,1179,3,88,1012,192,40,990,2,87,115,-4,12,3
101002,pseudo1,153.4597784,-28.68187114,0,NA,1289,4,88,1724,240,32,1179,4,89,190,69,2,9
101003,pseudo1,153.3707455,-29.08476741,0,NA,1149,4,81,1434,228,0,1299,1,89,194,77,0,9
101004,pseudo1,152.1018021,-31.40501829,0,NA,1549,3,92,1288,150,37,1070,2,85,137,-10,-9,2
101005,pseudo1,153.3509604,-28.94807046,0,NA,1359,4,83,1480,222,0,1330,1,89,196,77,0,9
101006,pseudo1,152.7987767,-31.52282948,0,NA,1719,2,88,1456,234,7,1149,2,87,178,54,-3,3
101007,pseudo1,152.0415475,-30.38248913,0,NA,1269,4,74,856,138,20,970,2,89,117,0,4,9
101008,pseudo1,151.9965814,-31.48505795,0,NA,1159,3,90,1164,150,59,980,2,78,143,-1,12,1
101009,pseudo1,151.9615078,-31.85737728,0,NA,1159,3,88,1318,192,41,1039,2,82,142,2,5,2
101010,pseudo1,152.3158407,-29.52633454,0,NA,1149,1,94,2312,318,14,1190,1,86,134,5,16,6
101011,pseudo1,152.0226617,-31.64693592,0,NA,2149,3,88,1066,138,72,990,2,84,174,64,-37,2
101012,pseudo1,153.1414184,-28.38419554,0,NA,1229,4,89,1516,168,18,1149,2,91,187,52,6,9
101013,pseudo1,152.665677,-30.54166913,0,NA,1369,2,91,2238,312,78,1059,2,88,168,50,-47,2
101014,pseudo1,151.0891655,-32.43204407,0,NA,1379,4,48,676,126,6,1000,2,88,173,29,1,9
101015,pseudo1,151.9327295,-31.95630271,0,NA,1479,4,73,960,132,17,1039,2,85,171,44,-9,9
101016,pseudo1,151.9660045,-31.43289728,0,NA,1199,3,81,1058,138,58,970,2,90,145,1,0,3
101017,pseudo1,152.9120912,-28.66208605,0,NA,2039,4,77,1092,132,7,1100,1,89,196,60,-11,9
101018,pseudo1,151.9705011,-28.9741508,0,NA,1299,3,67,842,150,51,980,1,88,141,10,0,6
101019,pseudo1,150.9506699,-32.31243424,0,NA,1229,3,43,596,114,9,970,2,88,170,42,2,3
101020,pseudo1,152.2501902,-31.2665227,0,NA,1239,1,93,1680,198,83,1029,2,90,136,-12,11,2
101021,pseudo1,152.2025262,-31.88615559,0,NA,1179,3,76,1036,150,54,980,2,94,170,43,-2,3
101022,pseudo1,151.6899126,-32.10828813,0,NA,1549,1,89,1524,240,76,1049,2,87,143,5,-38,2
101023,pseudo1,153.542516,-28.52898639,0,NA,1489,4,90,1788,240,18,1139,2,87,198,84,-6,9
101024,pseudo1,152.4939065,-30.9688471,0,NA,1139,1,81,1124,144,46,1039,2,92,180,65,16,3
101025,pseudo1,151.5334306,-31.7971227,0,NA,1199,3,82,1088,222,40,1039,5,89,120,-14,6,2
101026,pseudo1,153.4274028,-28.99393589,0,NA,1429,4,82,1500,234,1,1129,4,88,195,78,0,9
101027,pseudo1,153.1764919,-29.2556386,0,NA,1369,3,77,1252,174,11,1080,2,91,191,70,0,3
101028,pseudo1,152.0640306,-30.26647658,0,NA,1299,4,74,858,144,9,1059,2,91,116,0,4,9
101029,pseudo1,151.4228139,-32.10559017,0,NA,1339,1,93,1722,342,68,1100,5,83,121,-17,-13,2
101030,pseudo1,153.2160621,-29.57219996,0,NA,1319,3,82,1500,234,25,1100,2,90,187,72,-10,3
101031,pseudo1,153.4381946,-28.53258368,0,NA,1409,3,93,2106,252,28,1210,2,88,196,76,-11,9
101032,pseudo1,151.0810716,-32.06332203,0,NA,1149,2,65,872,198,85,889,2,84,141,-1,14,3
101033,pseudo1,151.1602119,-32.24678373,0,NA,1289,4,67,916,180,33,990,2,85,162,33,-11,9
101034,pseudo1,152.9300777,-28.58474436,0,NA,1199,4,80,1178,138,16,1090,5,92,185,41,11,9
101035,pseudo1,152.2627807,-30.44004574,0,NA,1669,1,91,1142,180,9,1090,1,86,108,-2,-2,6
101036,pseudo1,152.693556,-31.79352542,0,NA,1109,3,87,1436,240,4,1129,3,86,175,51,0,5
101037,pseudo1,151.2069766,-32.27915932,0,NA,1179,4,65,890,168,30,1009,3,85,165,42,18,9
101038,pseudo1,152.2097207,-29.67652132,0,NA,1249,3,89,1428,198,31,1039,2,90,137,0,-4,2
101039,pseudo1,152.7313275,-30.8015732,0,NA,1249,4,82,1256,168,11,1129,2,88,183,63,1,9
101040,pseudo1,152.4471417,-30.46792472,0,NA,1199,1,90,1254,174,74,1009,2,94,164,37,-17,1
101041,pseudo1,152.4696248,-30.79078134,0,NA,1119,2,89,1276,174,84,939,2,78,176,63,7,2
101042,pseudo1,151.0504946,-32.12537525,0,NA,1189,4,62,784,174,51,990,2,80,151,12,5,9
101043,pseudo1,152.5145909,-31.13522168,0,NA,1239,3,92,1502,186,46,1129,2,87,175,67,1,3
101044,pseudo1,151.5307326,-32.45722509,0,NA,1209,4,63,924,156,14,949,3,85,171,39,13,9
101045,pseudo1,152.8266557,-30.52098472,0,NA,1059,3,91,1928,258,81,1120,2,77,170,55,51,2
101046,pseudo1,151.9129445,-30.01916302,0,NA,1319,3,72,908,162,25,1019,1,94,123,1,3,6
101047,pseudo1,152.2609821,-31.26562338,0,NA,1279,1,94,1642,198,41,1120,2,87,139,-8,-5,2
101048,pseudo1,152.9156885,-28.83835317,0,NA,1169,4,69,962,108,19,1080,1,91,189,52,8,9
101049,pseudo1,152.5973285,-31.35555558,0,NA,1169,3,90,1382,192,42,1080,2,88,176,67,-5,3
101050,pseudo1,152.9624533,-30.5731454,0,NA,1229,3,84,1520,210,15,1139,2,87,185,74,16,3
101051,pseudo1,151.9660045,-29.80962098,0,NA,1269,3,69,872,144,22,1019,1,92,129,2,5,3
101052,pseudo1,152.8392462,-30.49670303,0,NA,1189,2,86,1708,222,55,1100,2,93,182,75,-11,2
101053,pseudo1,153.1845858,-29.463382,0,NA,1499,4,76,1206,174,1,1100,1,90,190,72,0,9
101054,pseudo1,153.0811638,-28.54607351,0,NA,1059,4,87,1534,168,68,1149,5,95,182,51,29,9
101055,pseudo1,153.3365713,-29.46158335,0,NA,1312,4,79,1438,228,1,1120,4,89,189,76,0,9
101056,pseudo1,151.4381024,-32.18652915,0,NA,1389,2,92,1516,270,36,1029,2,78,139,-2,-11,1
101057,pseudo1,152.1755465,-30.87621693,0,NA,1109,1,92,1166,156,132,930,2,57,134,-16,36,2
101058,pseudo1,152.4957051,-32.41855424,0,NA,1239,1,81,1332,282,7,1299,1,86,168,51,-5,5
101059,pseudo1,152.7025492,-31.63974135,0,NA,1659,4,87,1410,222,4,1129,2,87,177,51,0,9
101060,pseudo1,150.9506699,-31.36814609,0,NA,1329,4,45,698,150,9,1009,3,90,154,4,2,9
101061,pseudo1,150.970455,-31.79622338,0,NA,1599,4,51,720,162,27,1029,5,89,155,13,-14,9
101062,pseudo1,152.1395736,-28.51549656,0,NA,1369,3,64,830,132,25,990,1,90,162,38,-4,3
101063,pseudo1,152.7340255,-30.71433896,0,NA,1299,4,84,1372,192,25,1129,2,90,184,77,0,9
101064,pseudo1,152.266378,-31.37803863,0,NA,1159,2,94,2010,264,99,1029,2,88,150,14,-17,2
101065,pseudo1,152.8581319,-29.72148742,0,NA,1409,4,61,960,132,4,1080,2,91,188,65,1,9
101066,pseudo1,152.4669268,-32.19102576,0,NA,1312,4,79,1216,234,1,1110,1,86,172,48,0,9
101067,pseudo1,152.3482163,-29.73048064,0,NA,1189,3,86,1306,180,36,1080,2,88,161,25,14,3
101068,pseudo1,152.4300546,-28.85004436,0,NA,1369,3,79,1178,156,32,980,2,89,168,38,-1,3
101069,pseudo1,151.6557383,-32.69104882,0,NA,1349,3,65,942,180,8,1000,2,86,176,51,2,3
101070,pseudo1,152.1359763,-32.1109861,0,NA,1409,4,77,1064,168,33,1029,2,86,170,51,-18,9
101071,pseudo1,152.5082956,-29.42111386,0,NA,1079,3,75,1252,168,40,1049,2,90,178,47,44,7
101072,pseudo1,152.1530634,-29.77454742,0,NA,1059,2,81,1214,174,108,870,2,97,131,2,56,3
101073,pseudo1,152.1557614,-31.71708304,0,NA,1309,2,94,1572,228,51,1039,2,78,140,-1,-18,2
101074,pseudo1,151.7564624,-30.50030031,0,NA,1299,4,61,776,150,11,1039,2,92,128,-12,5,9
101075,pseudo1,151.4965583,-31.20357015,0,NA,1149,3,76,898,204,35,980,2,80,115,-5,11,3
101076,pseudo1,152.8977021,-28.45704063,0,NA,1359,4,84,1196,150,31,1039,5,87,189,47,-5,9
101077,pseudo1,151.8994546,-31.83939084,0,NA,1079,3,83,1052,132,85,930,2,71,168,53,27,2
101078,pseudo1,150.9084017,-31.39962236,0,NA,1369,4,46,720,156,13,1009,3,92,151,0,1,9
101079,pseudo1,152.4543363,-30.5974271,0,NA,1199,3,92,1940,276,94,1029,2,87,136,-10,-13,2
101080,pseudo1,152.1782445,-28.44265147,0,NA,1539,4,53,776,126,13,1029,2,94,167,38,-6,9
101081,pseudo1,151.0513939,-31.53541999,0,NA,1169,4,62,888,204,22,1049,2,91,137,-11,13,9
101082,pseudo1,152.7430187,-30.72153354,0,NA,1309,2,87,1402,204,63,1029,2,78,184,77,-10,9
101083,pseudo1,151.8248109,-29.96880099,0,NA,1309,4,82,990,192,15,1019,2,90,115,0,3,9
101084,pseudo1,152.5388726,-29.42920776,0,NA,1239,3,92,1528,204,58,1000,2,73,162,34,-14,3
101085,pseudo1,153.3077929,-28.97505012,0,NA,1312,4,79,1336,198,0,1120,5,90,196,75,0,9
101086,pseudo1,151.7025031,-31.70808982,0,NA,1179,1,59,874,114,85,879,2,97,162,35,-9,3
101087,pseudo1,151.5810946,-30.72513083,0,NA,1419,4,63,784,156,8,959,2,91,124,-6,0,9
101088,pseudo1,152.1161912,-32.26297152,0,NA,1239,3,92,1614,270,56,1059,2,83,143,10,-3,2
101089,pseudo1,151.8221129,-32.63529085,0,NA,1219,3,74,1138,228,13,1090,2,86,169,49,8,3
101090,pseudo1,152.9957282,-28.59373758,0,NA,1319,4,83,1240,150,14,1070,5,89,193,59,-2,9
101091,pseudo1,151.8877634,-29.57489793,0,NA,2019,4,59,766,138,3,1029,1,94,135,1,-2,9
101092,pseudo1,152.2331031,-32.40326576,0,NA,1429,2,82,1342,240,19,1100,2,85,168,46,2,3
101093,pseudo1,152.7304282,-28.5172952,0,NA,1389,3,87,1462,180,37,1070,2,86,169,44,-9,2
101094,pseudo1,153.1099421,-29.62705861,0,NA,1389,4,75,1174,180,2,1090,1,90,189,71,1,9
101095,pseudo1,152.0055746,-31.1604027,0,NA,1119,3,70,826,108,60,1000,2,92,124,-20,9,9
101096,pseudo1,151.7627577,-32.60021729,0,NA,1349,3,71,1064,204,9,1070,2,86,174,50,-3,3
101097,pseudo1,151.3787472,-32.0741139,0,NA,1169,1,94,1576,324,47,1070,5,83,120,-15,4,2
101098,pseudo1,152.3868872,-32.05972474,0,NA,1089,4,81,1160,198,33,1019,2,84,169,49,10,9
101099,pseudo1,151.6998051,-31.41940745,0,NA,1219,3,89,1132,222,21,1080,4,86,121,-11,8,3
101100,pseudo1,153.1495123,-29.98408946,0,NA,1689,2,79,1406,150,14,1129,2,89,187,74,-4,3
101101,pseudo1,152.662979,-29.64234708,0,NA,1179,3,68,1080,126,16,1080,2,90,187,58,11,3
101102,pseudo1,151.1763997,-31.20357015,0,NA,1139,3,62,842,192,34,879,2,81,146,-4,13,3
101103,pseudo1,151.4794712,-30.95625659,0,NA,1379,4,66,826,180,7,1049,2,91,120,-6,1,9
101104,pseudo1,152.6674757,-29.84379522,0,NA,1749,2,74,1112,144,13,1100,2,89,179,57,-10,3
101105,pseudo1,152.696254,-30.38248913,0,NA,1389,4,94,2256,318,4,1240,4,85,142,-5,-1,9
101106,pseudo1,152.8284543,-28.91839284,0,NA,1199,4,81,1204,138,25,1070,5,88,177,49,10,9
101107,pseudo1,152.3176394,-31.16130202,0,NA,1809,1,94,1804,222,57,1059,2,80,129,-18,-60,2
101108,pseudo1,152.1009028,-31.10284609,0,NA,1359,3,84,934,126,19,1049,2,89,124,-12,-5,3
101109,pseudo1,153.0281038,-31.08845693,0,NA,1469,1,84,1384,210,2,1309,1,88,182,65,0,5
101110,pseudo1,153.0811638,-29.02361351,0,NA,1449,4,68,984,132,8,1059,2,92,195,67,1,9
101111,pseudo1,152.3140421,-31.60646643,0,NA,1139,2,91,1342,186,44,1059,2,86,169,59,5,3
101112,pseudo1,152.3167401,-29.41931522,0,NA,1239,1,90,1758,246,71,1009,2,91,150,10,-12,2
101113,pseudo1,152.7295289,-30.70444642,0,NA,1389,3,84,1388,192,47,1090,2,87,184,68,-10,2
101114,pseudo1,151.8877634,-29.7448698,0,NA,1249,4,66,816,144,15,1000,1,92,127,3,6,9
101115,pseudo1,151.9183404,-31.06327592,0,NA,1309,4,84,960,150,15,1049,2,89,121,-5,2,9
101116,pseudo1,152.6333014,-31.89514881,0,NA,1312,4,83,1314,228,1,1120,3,87,174,50,0,9
101117,pseudo1,152.4489404,-29.84649319,0,NA,1349,3,86,1236,162,68,980,2,84,158,21,-14,3
101118,pseudo1,152.8284543,-28.96515758,0,NA,1079,3,85,1150,132,49,990,1,78,183,45,36,2
101119,pseudo1,152.109896,-30.79707659,0,NA,1219,1,83,944,132,85,850,2,81,144,-6,23,3
101120,pseudo1,152.9525607,-31.05428269,0,NA,1479,4,83,1308,210,1,1110,3,88,183,63,1,9
101121,pseudo1,152.0199638,-31.09655083,0,NA,1069,1,52,704,90,116,839,2,99,152,10,36,4
101122,pseudo1,151.392237,-31.04888676,0,NA,1259,4,57,754,168,13,1009,2,92,123,-13,4,9
101123,pseudo1,152.9714465,-30.923881,0,NA,1529,2,85,1408,234,1,1309,1,88,184,65,0,5
101124,pseudo1,152.6845628,-30.18194031,0,NA,1219,2,82,1218,168,52,1029,2,92,168,45,-53,2
101125,pseudo1,151.8913607,-31.25213354,0,NA,1389,4,87,1008,156,17,1070,2,87,122,-10,-3,9
101126,pseudo1,151.7312814,-31.0911549,0,NA,1339,3,73,780,150,39,939,2,86,116,-4,4,9
101127,pseudo1,152.5757448,-29.85009048,0,NA,1299,3,65,1012,126,12,1100,2,92,183,58,3,3
101128,pseudo1,151.0361055,-32.20361627,0,NA,1189,3,49,682,138,34,1009,2,91,167,40,-19,3
101129,pseudo1,151.6494431,-30.58393726,0,NA,1409,4,63,788,150,4,1019,2,92,127,-8,1,9
101130,pseudo1,152.9237824,-30.03265285,0,NA,1479,3,80,1330,174,46,1110,2,90,184,71,-19,3
101131,pseudo1,152.4795173,-31.48235999,0,NA,1189,4,88,1324,180,33,1039,2,91,174,54,4,2
101132,pseudo1,152.2322038,-32.48150678,0,NA,1219,1,80,1340,258,1,1120,4,86,172,51,0,5
101133,pseudo1,151.5343299,-30.6711715,0,NA,1279,4,66,808,168,15,1000,2,89,123,-5,0,9
101134,pseudo1,152.7223343,-29.15311589,0,NA,1119,3,78,1290,162,66,1019,1,92,167,43,19,3
101135,pseudo1,152.0856143,-29.23585352,0,NA,1219,4,82,1090,174,19,1029,2,89,138,7,-2,7
101136,pseudo1,150.889516,-31.88165898,0,NA,1309,4,51,710,156,33,959,4,87,162,26,-12,9
101137,pseudo1,152.1431709,-32.2413878,0,NA,1499,3,79,1228,204,42,1049,2,90,169,51,-24,3
101138,pseudo1,151.3005061,-31.35465626,0,NA,1499,4,58,902,198,54,970,2,93,146,-2,-15,9
101139,pseudo1,151.0037299,-32.1271739,0,NA,1099,4,48,684,144,30,920,2,92,163,33,43,9
101140,pseudo1,152.0892116,-32.20181763,0,NA,1479,2,82,1244,198,85,959,2,88,169,61,-24,2
101141,pseudo1,152.6638784,-31.66492236,0,NA,1369,3,89,1456,228,16,1129,2,85,174,53,-9,2
101142,pseudo1,152.4966045,-28.31494774,0,NA,1169,3,84,1128,156,39,1029,2,88,156,39,14,2
101143,pseudo1,152.0874129,-29.25114199,0,NA,1349,3,83,1102,174,10,1029,2,90,135,7,4,3
101144,pseudo1,151.6170675,-32.35650102,0,NA,1329,4,67,988,150,24,1059,2,86,170,41,-17,9
101145,pseudo1,152.3410217,-32.3762861,0,NA,1349,3,82,1370,246,10,1110,2,86,170,48,-2,7
101146,pseudo1,151.8275089,-31.58847999,0,NA,1289,1,86,1232,180,122,949,2,94,134,-13,1,3
101147,pseudo1,152.0694265,-31.85018271,0,NA,1529,4,75,1020,138,21,1059,2,91,171,39,-12,9
101148,pseudo1,153.3959265,-28.94807046,0,NA,1549,3,84,1560,234,1,1330,1,90,196,78,0,2
101149,pseudo1,153.0820631,-30.01916302,0,NA,1439,3,79,1388,150,35,1110,2,90,186,75,1,3
101150,pseudo1,152.3149414,-32.29894441,0,NA,1229,4,81,1292,222,10,1129,2,88,167,44,1,9
101151,pseudo1,151.8095224,-31.67841219,0,NA,1089,3,90,1288,192,84,870,2,66,138,-6,36,2
101152,pseudo1,152.3311292,-28.9453725,0,NA,1169,3,88,1404,198,37,1110,2,90,147,16,16,2
101153,pseudo1,152.7538106,-29.03170741,0,NA,1489,4,72,1116,132,14,1110,2,92,188,49,-5,9
101154,pseudo1,152.8536353,-28.58204639,0,NA,1579,3,82,1280,150,24,1110,5,89,185,39,-14,9
101155,pseudo1,152.0622319,-30.91668642,0,NA,1259,3,85,1022,144,60,959,2,90,126,-16,-20,3
101156,pseudo1,151.8499919,-30.68286269,0,NA,1149,2,56,752,126,139,800,2,91,137,-15,-7,3
101157,pseudo1,151.3580628,-31.10914134,0,NA,1149,4,63,850,198,52,970,2,90,123,-21,4,9
101158,pseudo1,152.1845397,-29.15581386,0,NA,1449,3,76,902,132,70,889,2,81,160,26,-14,3
101159,pseudo1,151.7708516,-30.90589456,0,NA,1199,4,72,836,156,18,1039,2,90,114,-4,8,9
101160,pseudo1,152.5235841,-29.37075182,0,NA,1059,4,72,1306,174,67,959,2,89,177,47,51,9
101161,pseudo1,151.8248109,-31.63074813,0,NA,1159,1,88,1142,156,54,1009,2,83,143,0,9,2
101162,pseudo1,152.9075946,-30.67566811,0,NA,1329,4,81,1338,198,4,1129,2,88,185,66,0,9
101163,pseudo1,152.4156655,-28.98044606,0,NA,1549,3,80,1176,156,17,1070,2,88,164,38,-10,2
101164,pseudo1,153.0892577,-30.30514743,0,NA,1549,4,85,1696,234,11,1120,2,86,187,72,-4,9
101165,pseudo1,152.8230584,-29.10994843,0,NA,1289,3,71,1068,126,24,1100,1,90,189,54,-8,2
101166,pseudo1,151.0127231,-32.16584474,0,NA,1209,3,50,650,132,68,889,2,86,163,34,11,3
101167,pseudo1,152.2151167,-30.64329252,0,NA,1249,1,83,1084,156,85,1019,2,90,174,53,-43,3
101168,pseudo1,151.8958573,-32.18742847,0,NA,1509,3,77,1160,174,42,1039,2,85,170,54,-17,3
101169,pseudo1,152.9714465,-29.60457556,0,NA,1709,4,65,994,144,3,1059,2,90,190,68,-2,9
101170,pseudo1,152.8761184,-28.39858469,0,NA,1679,1,86,1322,168,53,1090,5,90,186,42,-31,1
101171,pseudo1,151.5595109,-32.12447593,0,NA,1139,1,90,1486,210,87,1029,3,82,155,24,-2,1
101172,pseudo1,152.6198116,-28.56226131,0,NA,1419,3,81,1190,150,29,1080,2,89,172,41,-27,3
101173,pseudo1,151.3904383,-32.26926678,0,NA,1239,4,72,1038,168,27,1059,2,84,168,49,3,9
101174,pseudo1,153.2025723,-28.52718775,0,NA,1159,2,90,1866,210,99,1059,4,84,167,54,-6,2
101175,pseudo1,153.1567068,-29.85009048,0,NA,1369,3,80,1324,162,23,1129,2,91,186,74,-24,3
101176,pseudo1,151.9875882,-31.64963389,0,NA,1259,4,92,1290,174,45,959,2,76,153,19,5,9
101177,pseudo1,151.8508912,-32.7638939,0,NA,1209,3,71,1104,234,1,1080,3,86,174,55,0,5
101178,pseudo1,152.4831146,-30.8384454,0,NA,1219,4,79,1104,150,21,1080,2,91,182,60,6,9
101179,pseudo1,153.5353214,-28.27627689,0,NA,1539,4,92,1852,246,15,1360,1,88,200,86,-15,9
101180,pseudo1,151.7321807,-32.83673899,0,NA,1779,4,70,1032,210,2,1059,3,85,176,55,0,9
101181,pseudo1,152.668375,-28.89590978,0,NA,1679,3,72,1072,126,14,1070,2,89,185,41,-5,9
101182,pseudo1,150.9290861,-31.67121762,0,NA,1259,4,60,792,180,15,970,2,87,143,-5,3,9
101183,pseudo1,152.2744719,-28.56226131,0,NA,1259,4,53,816,120,40,1019,2,96,176,35,-18,9
101184,pseudo1,152.7268309,-30.61451421,0,NA,1389,4,87,1582,216,12,1120,2,87,185,66,-3,9
101185,pseudo1,152.4939065,-30.37169726,0,NA,1209,4,94,1874,282,23,1179,5,89,117,1,7,9
101186,pseudo1,151.3059021,-31.80881389,0,NA,1199,4,50,664,144,29,939,3,86,144,0,8,9
101187,pseudo1,151.177299,-32.38078271,0,NA,1609,4,57,806,156,27,980,3,85,171,35,-5,9
101188,pseudo1,151.101756,-32.33221932,0,NA,1359,4,50,702,132,15,970,2,88,171,42,-4,9
101189,pseudo1,150.8814221,-31.91583322,0,NA,1839,4,47,648,138,26,980,4,88,169,39,-4,9
101190,pseudo1,151.6287587,-32.10828813,0,NA,1139,1,92,1522,240,84,1029,3,80,136,-5,15,1
101191,pseudo1,152.218714,-30.84923727,0,NA,1359,3,91,1364,192,12,1080,2,88,127,-13,2,2
