"siteid","spid","x","y","occ","group","sabio1","sabio2","sabio4","sabio5","sabio6","sabio7","sabio8","sabio12","sabio15","sabio17","sabio18"
101678,"pseudo1",-75.0912792102,6.27508102605,0,NA,227,100,354,283,173,110,225,3092,37,368,855
101679,"pseudo1",-51.6412792102,-16.199918974,0,NA,260,115,986,337,167,170,264,1872,75,24,359
101680,"pseudo1",-40.6496125435,-6.92491897395,0,NA,253,105,943,326,184,142,248,672,87,6,79
101681,"pseudo1",-50.7996125435,-25.3332523073,0,NA,176,115,3039,266,69,197,190,1666,20,287,452
101682,"pseudo1",-48.4912792102,-1.92491897395,0,NA,266,102,218,324,211,113,265,2726,51,253,253
101683,"pseudo1",-43.9412792102,-17.1415856406,0,NA,226,126,1648,302,123,179,236,1318,78,13,453
101684,"pseudo1",-53.4996125435,-7.16658564062,0,NA,248,124,446,331,166,165,243,2462,57,64,488
101685,"pseudo1",-54.2579458769,-10.224918974,0,NA,248,150,645,363,143,220,245,2761,64,32,377
101686,"pseudo1",-75.2246125435,7.78341435938,0,NA,278,103,401,343,223,120,277,3216,54,193,386
101687,"pseudo1",-61.1996125435,0.641747692714,0,NA,274,98,474,331,216,115,267,2008,53,209,288
101688,"pseudo1",-68.0579458769,-0.458252307286,0,NA,257,88,422,309,205,104,254,3762,16,667,667
101689,"pseudo1",-46.0579458769,-14.849918974,0,NA,229,125,1040,306,131,175,233,1348,74,12,353
101690,"pseudo1",-50.9246125435,-21.974918974,0,NA,221,125,2603,303,107,196,247,1401,51,113,538
101691,"pseudo1",-67.9162792102,-10.7915856406,0,NA,262,104,854,330,183,147,266,2253,50,138,477
101692,"pseudo1",-51.7579458769,-9.46658564062,0,NA,258,136,514,350,162,188,260,2153,62,31,484
101693,"pseudo1",-55.8246125435,-7.23325230729,0,NA,257,119,514,347,172,175,252,2360,56,77,314
101694,"pseudo1",-43.3329458769,-22.5915856406,0,NA,222,97,2210,302,136,166,246,2025,46,168,708
101695,"pseudo1",-44.5412792102,-19.524918974,0,NA,222,132,1739,300,109,191,235,1597,76,28,582
101696,"pseudo1",-44.5412792102,-1.92491897395,0,NA,269,69,492,313,226,87,266,1855,82,15,26
101697,"pseudo1",-65.9662792102,-9.00825230729,0,NA,260,105,523,325,190,135,259,2034,54,82,457
101698,"pseudo1",-51.9746125435,-22.274918974,0,NA,223,123,2604,304,110,194,249,1333,42,135,469
101699,"pseudo1",-57.3662792102,0.566747692714,0,NA,267,101,639,342,214,128,262,2529,49,280,280
101700,"pseudo1",-43.1079458769,-8.75825230729,0,NA,261,141,727,346,170,176,261,960,73,6,161
101701,"pseudo1",-35.9829458769,-6.75825230729,0,NA,230,93,1229,294,168,126,233,609,71,26,97
101702,"pseudo1",-62.4329458769,-13.324918974,0,NA,246,131,787,331,150,181,250,1929,66,41,402
101703,"pseudo1",-74.6246125435,3.71674769271,0,NA,149,87,213,199,100,99,147,2116,36,340,504
101704,"pseudo1",-58.7912792102,-5.82491897395,0,NA,265,97,334,332,196,136,262,2525,45,187,332
101705,"pseudo1",-49.6246125435,-13.1165856406,0,NA,265,108,655,341,188,153,266,1988,73,18,189
101706,"pseudo1",-60.7079458769,-2.02491897395,0,NA,271,86,440,326,222,104,266,2889,34,366,404
101707,"pseudo1",-46.6162792102,-13.7832523073,0,NA,261,106,761,330,183,147,260,1530,72,12,162
101708,"pseudo1",-73.4746125435,0.466747692714,0,NA,265,90,796,325,206,119,257,2796,43,288,346
101709,"pseudo1",-69.7329458769,-13.0915856406,0,NA,252,106,1021,318,179,139,259,4777,44,508,1241
101710,"pseudo1",-41.9496125435,-5.28325230729,0,NA,265,117,942,349,188,161,257,1367,84,18,68
101711,"pseudo1",-47.7912792102,-16.574918974,0,NA,218,137,1371,298,106,192,226,1590,66,35,372
101712,"pseudo1",-72.3246125435,2.45008102605,0,NA,277,93,1074,348,217,131,270,2473,54,193,193
101713,"pseudo1",-54.8412792102,-4.30825230729,0,NA,249,97,513,311,188,123,244,2068,51,145,240
101714,"pseudo1",-55.0079458769,-28.5332523073,0,NA,213,108,3860,318,96,222,172,2028,9,436,436
101715,"pseudo1",-71.0746125435,-2.68325230729,0,NA,257,88,419,309,204,105,257,3338,18,609,686
101716,"pseudo1",-50.2162792102,-28.6665856406,0,NA,153,97,2823,241,65,176,182,1860,12,361,474
101717,"pseudo1",-77.2829458769,5.02508102605,0,NA,249,65,245,288,213,75,246,5338,19,931,1214
101718,"pseudo1",-52.6079458769,-15.549918974,0,NA,242,145,1577,334,122,212,249,1857,71,21,407
101719,"pseudo1",-41.0329458769,-17.199918974,0,NA,242,115,1744,319,150,169,254,1053,57,75,287
101720,"pseudo1",-77.1329458769,-5.01658564062,0,NA,266,78,359,323,214,109,266,2519,12,472,627
101721,"pseudo1",-52.1829458769,-25.9332523073,0,NA,174,129,3226,274,57,217,209,2058,16,416,518
101722,"pseudo1",-43.0412792102,-3.72491897395,0,NA,270,102,747,341,204,137,263,1925,75,48,69
101723,"pseudo1",-60.7746125435,-16.7915856406,0,NA,236,139,1847,329,120,209,249,1446,56,92,275
101724,"pseudo1",-61.0829458769,2.54174769271,0,NA,270,101,618,332,209,123,262,1714,75,112,157
101725,"pseudo1",-49.8496125435,-9.90825230729,0,NA,269,124,479,345,185,160,270,2387,65,31,488
101726,"pseudo1",-77.0162792102,3.83341435938,0,NA,267,84,328,316,222,94,264,6053,28,834,962
101727,"pseudo1",-77.5829458769,1.77508102605,0,NA,235,94,382,292,184,108,229,2542,28,346,692
101728,"pseudo1",-47.1412792102,-4.38325230729,0,NA,259,111,314,326,192,134,257,1509,77,47,113
101729,"pseudo1",-55.8662792102,-21.649918974,0,NA,232,118,2498,314,121,193,252,1535,34,156,425
101730,"pseudo1",-53.0746125435,-17.9082523073,0,NA,225,123,1426,306,125,181,233,1928,60,57,462
101731,"pseudo1",-51.6412792102,-1.33325230729,0,NA,269,94,504,331,219,112,267,2702,41,264,280
101732,"pseudo1",-49.2162792102,-22.9832523073,0,NA,200,129,2417,287,91,196,225,1436,50,121,552
101733,"pseudo1",-70.3996125435,-16.799918974,0,NA,15,142,1482,102,-88,190,28,470,103,2,238
101734,"pseudo1",-48.8079458769,-9.05825230729,0,NA,256,123,418,334,174,160,253,2398,67,27,265
101735,"pseudo1",-78.5412792102,-0.291585640619,0,NA,127,132,156,198,53,145,128,1465,40,115,492
101736,"pseudo1",-54.9662792102,-0.116585640619,0,NA,254,97,788,328,203,125,247,2243,46,199,266
101737,"pseudo1",-68.6579458769,-12.824918974,0,NA,257,114,1116,330,174,156,264,2210,51,154,616
101738,"pseudo1",-47.9662792102,-2.57491897395,0,NA,266,107,201,326,206,120,264,2622,63,173,213
101739,"pseudo1",-71.8662792102,-3.16658564062,0,NA,259,92,404,312,203,109,259,3187,19,548,667
101740,"pseudo1",-39.0912792102,-12.5165856406,0,NA,237,76,1526,297,178,119,231,1062,26,168,207
101741,"pseudo1",-50.1829458769,-3.57491897395,0,NA,268,103,384,331,211,120,265,2587,66,104,124
101742,"pseudo1",-78.9412792102,0.941747692714,0,NA,259,86,381,310,211,99,265,2929,30,418,934
101743,"pseudo1",-57.9079458769,-3.82491897395,0,NA,272,90,424,330,218,112,269,2477,39,281,281
101744,"pseudo1",-60.9996125435,1.12508102605,0,NA,275,98,526,333,215,118,267,1940,63,171,245
101745,"pseudo1",-77.5996125435,-8.08325230729,0,NA,122,146,817,200,26,174,127,938,54,42,310
101746,"pseudo1",-53.6662792102,-6.51658564062,0,NA,245,117,468,322,170,152,240,2357,55,81,316
101747,"pseudo1",-57.9829458769,-15.899918974,0,NA,263,129,1829,346,153,193,272,1638,65,57,302
101748,"pseudo1",-41.1412792102,-5.70825230729,0,NA,240,107,867,314,172,142,233,942,92,10,40
101749,"pseudo1",-62.8829458769,-10.6665856406,0,NA,246,121,468,332,162,170,246,2397,57,73,298
101750,"pseudo1",-63.1829458769,-8.12491897395,0,NA,262,103,546,333,188,145,260,2480,55,106,282
101751,"pseudo1",-57.5579458769,-6.58325230729,0,NA,264,106,394,342,181,161,261,2519,53,106,493
101752,"pseudo1",-76.0329458769,-13.9582523073,0,NA,183,104,2606,275,99,176,216,0,0,0,0
101753,"pseudo1",-68.4662792102,-18.674918974,0,NA,76,172,2677,185,-59,244,103,375,121,0,234
101754,"pseudo1",-53.1329458769,-26.5332523073,0,NA,178,134,3325,286,61,225,213,2181,11,453,557
101755,"pseudo1",-57.4079458769,-14.8582523073,0,NA,261,132,1205,342,148,194,266,2057,64,53,788
101756,"pseudo1",-58.2829458769,-6.40825230729,0,NA,264,102,385,338,185,153,261,2483,52,129,445
101757,"pseudo1",-72.1162792102,-4.53325230729,0,NA,259,94,406,314,201,113,258,2683,22,406,602
101758,"pseudo1",-58.7329458769,-16.074918974,0,NA,258,130,1857,339,151,188,268,1756,62,77,306
101759,"pseudo1",-60.3829458769,-0.166585640619,0,NA,273,92,425,327,218,109,268,2041,40,279,291
101760,"pseudo1",-49.6746125435,-6.19991897395,0,NA,254,104,338,324,192,132,253,1961,58,76,99
101761,"pseudo1",-43.2746125435,-14.9832523073,0,NA,246,115,1209,315,160,155,252,933,81,1,224
101762,"pseudo1",-60.4996125435,0.733414359381,0,NA,273,96,501,330,215,115,265,1960,57,194,260
101763,"pseudo1",-65.8246125435,-10.7832523073,0,NA,266,110,665,342,186,156,266,1893,59,58,375
101764,"pseudo1",-62.6162792102,0.391747692714,0,NA,271,100,376,327,214,113,265,2216,39,308,317
101765,"pseudo1",-62.9912792102,-18.849918974,0,NA,247,130,2567,340,132,208,271,728,60,35,289
101766,"pseudo1",-51.9329458769,-31.9332523073,0,NA,183,73,3953,274,90,184,149,1313,17,227,303
101767,"pseudo1",-42.5412792102,-21.974918974,0,NA,199,117,2263,286,99,187,221,1656,64,69,599
101768,"pseudo1",-66.5579458769,-18.0332523073,0,NA,101,181,2912,216,-68,284,125,711,93,5,305
101769,"pseudo1",-52.9079458769,-26.1665856406,0,NA,178,140,3426,290,54,236,216,2130,16,410,571
101770,"pseudo1",-52.1079458769,-14.349918974,0,NA,253,135,1165,336,147,189,260,1757,69,14,419
101771,"pseudo1",-51.3412792102,-11.174918974,0,NA,275,124,789,350,187,163,281,1934,71,14,657
101772,"pseudo1",-53.6746125435,-19.6332523073,0,NA,237,116,1512,310,146,164,246,1774,53,99,378
101773,"pseudo1",-77.0746125435,2.35841435938,0,NA,164,103,249,226,108,118,160,3207,35,359,417
101774,"pseudo1",-56.4996125435,-30.0415856406,0,NA,198,120,4529,324,78,246,193,1495,15,266,354
101775,"pseudo1",-67.6246125435,-0.0249189739528,0,NA,262,89,420,314,211,103,259,3408,16,600,600
101776,"pseudo1",-57.6162792102,-20.5415856406,0,NA,258,112,2600,344,156,188,283,1293,45,109,449
101777,"pseudo1",-60.5579458769,-0.416585640619,0,NA,273,92,407,327,219,108,268,2129,39,299,304
101778,"pseudo1",-71.8579458769,6.40008102605,0,NA,245,105,627,316,186,130,244,2375,56,148,399
101779,"pseudo1",-44.1329458769,-11.924918974,0,NA,247,147,1111,345,136,209,252,1102,75,2,243
101780,"pseudo1",-41.6329458769,-8.06658564062,0,NA,265,125,1034,346,179,167,266,756,85,1,164
101781,"pseudo1",-58.2496125435,-0.258252307286,0,NA,271,92,629,338,221,117,266,2642,49,284,284
101782,"pseudo1",-63.4412792102,-17.2165856406,0,NA,245,102,2264,318,150,168,265,1727,49,173,652
101783,"pseudo1",-66.3079458769,-6.08325230729,0,NA,262,95,318,320,203,117,262,3029,41,254,570
101784,"pseudo1",-65.1162792102,-20.8332523073,0,NA,137,157,2862,240,-8,248,162,522,86,3,230
101785,"pseudo1",-53.5746125435,-25.2082523073,0,NA,191,133,3165,295,74,221,225,2020,19,384,541
101786,"pseudo1",-42.1662792102,-22.1832523073,0,NA,186,98,2090,262,97,165,201,1593,55,99,541
101787,"pseudo1",-62.4412792102,-18.499918974,0,NA,249,132,2306,343,144,199,271,710,54,50,237
101788,"pseudo1",-59.9329458769,-15.9832523073,0,NA,247,139,1757,332,132,200,258,1715,60,80,293
101789,"pseudo1",-59.0246125435,-16.8082523073,0,NA,259,122,2033,338,159,179,274,1850,55,131,665
101790,"pseudo1",-63.8496125435,-2.61658564062,0,NA,266,91,321,322,214,108,262,3083,23,478,503
101791,"pseudo1",-63.9829458769,-3.03325230729,0,NA,267,90,331,322,214,108,263,2837,24,406,452
101792,"pseudo1",-64.7329458769,-0.799918973953,0,NA,266,92,335,317,215,102,262,2740,22,481,523
101793,"pseudo1",-69.2079458769,-3.44991897395,0,NA,256,91,334,308,203,105,257,2911,21,443,712
101794,"pseudo1",-65.1579458769,-6.21658564062,0,NA,264,95,269,324,204,120,263,3362,39,291,636
101795,"pseudo1",-59.1829458769,-10.7082523073,0,NA,238,127,605,327,134,193,239,2151,68,21,400
101796,"pseudo1",-66.6079458769,-13.5665856406,0,NA,258,120,1082,336,168,168,264,1751,56,117,449
101797,"pseudo1",-45.0912792102,-13.5415856406,0,NA,235,127,999,316,142,174,238,1122,80,1,249
101798,"pseudo1",-67.9162792102,-16.824918974,0,NA,66,158,2108,171,-62,233,83,672,69,22,256
101799,"pseudo1",-73.7746125435,-13.1665856406,0,NA,198,166,953,298,86,212,199,987,65,45,225
101800,"pseudo1",-45.2162792102,-14.674918974,0,NA,227,135,1202,313,123,190,232,1253,80,6,295
101801,"pseudo1",-66.8996125435,-5.79158564062,0,NA,262,94,338,320,203,117,262,2858,40,250,547
101802,"pseudo1",-74.5746125435,1.21674769271,0,NA,257,91,727,320,202,118,253,3062,41,316,423
101803,"pseudo1",-53.7829458769,-27.4582523073,0,NA,200,120,3390,305,89,216,206,1913,9,406,435
101804,"pseudo1",-60.1579458769,-13.3832523073,0,NA,223,134,711,308,121,187,225,2316,62,55,465
101805,"pseudo1",-74.2496125435,10.3667476927,0,NA,275,116,440,346,205,141,273,1384,66,54,323
101806,"pseudo1",-52.5412792102,-13.899918974,0,NA,245,142,1216,332,133,199,251,1766,68,10,593
101807,"pseudo1",-64.7496125435,-15.0582523073,0,NA,258,110,1630,333,161,172,270,2416,51,180,643
101808,"pseudo1",-51.9162792102,1.77508102605,0,NA,256,88,608,323,205,118,253,2781,43,205,267
101809,"pseudo1",-74.3662792102,-3.84158564062,0,NA,262,102,394,321,201,120,262,2982,10,572,719
101810,"pseudo1",-62.4246125435,-18.3415856406,0,NA,249,132,2242,341,146,195,270,767,54,60,253
101811,"pseudo1",-55.1912792102,-17.1665856406,0,NA,262,124,1707,352,155,197,272,1569,62,46,331
101812,"pseudo1",-62.3412792102,3.23341435938,0,NA,256,109,440,318,196,122,250,2052,49,273,352
101813,"pseudo1",-41.5746125435,-21.5665856406,0,NA,211,101,2155,289,119,170,226,1250,53,80,380
101814,"pseudo1",-51.4829458769,-2.80825230729,0,NA,267,95,421,327,211,116,263,2529,56,133,177
101815,"pseudo1",-76.8162792102,-3.50825230729,0,NA,260,93,434,317,208,109,256,2490,10,497,585
101816,"pseudo1",-67.4329458769,-16.099918974,0,NA,190,115,1094,263,103,160,198,1753,52,115,623
101817,"pseudo1",-45.2579458769,-9.09158564062,0,NA,253,120,768,340,174,166,248,1271,71,6,91
101818,"pseudo1",-64.9829458769,-14.6915856406,0,NA,258,115,1520,335,161,174,269,2133,53,136,574
101819,"pseudo1",-54.6662792102,-11.5165856406,0,NA,249,151,788,359,135,224,248,2329,68,11,525
101820,"pseudo1",-74.6496125435,-13.224918974,0,NA,56,158,972,151,-58,209,61,903,69,30,207
101821,"pseudo1",-41.0746125435,-13.349918974,0,NA,227,114,1248,298,145,153,236,844,55,54,270
101822,"pseudo1",-76.9246125435,7.13341435938,0,NA,272,94,357,331,220,111,272,4039,39,360,557
101823,"pseudo1",-65.8746125435,-10.8332523073,0,NA,266,111,667,343,186,157,267,1901,59,59,375
101824,"pseudo1",-49.1746125435,-16.8165856406,0,NA,236,118,1464,310,132,178,242,1578,67,25,370
101825,"pseudo1",-37.7912792102,-5.54991897395,0,NA,274,104,682,341,210,131,269,794,95,6,71
101826,"pseudo1",-47.9662792102,-9.99991897395,0,NA,261,120,555,343,175,168,258,1912,68,11,197
101827,"pseudo1",-56.7246125435,-5.12491897395,0,NA,268,98,439,335,205,130,265,2509,43,208,314
101828,"pseudo1",-51.3996125435,-26.7915856406,0,NA,148,120,3266,246,34,212,129,1976,13,411,479
101829,"pseudo1",-50.7412792102,-18.5832523073,0,NA,232,121,1195,306,139,167,237,1923,65,54,444
101830,"pseudo1",-78.1162792102,-3.51658564062,0,NA,229,106,590,298,169,129,225,3172,14,625,670
101831,"pseudo1",-54.1912792102,-17.124918974,0,NA,228,128,1673,314,119,195,237,1807,63,50,398
101832,"pseudo1",-76.3746125435,-4.34158564062,0,NA,264,84,325,318,214,104,263,2263,14,419,589
101833,"pseudo1",-75.7329458769,-13.3165856406,0,NA,99,133,1874,187,1,186,122,162,117,0,115
101834,"pseudo1",-54.4746125435,-14.9332523073,0,NA,213,132,1441,297,107,190,223,2172,66,34,852
101835,"pseudo1",-66.1496125435,-9.39991897395,0,NA,260,106,555,326,189,137,262,2057,56,66,461
101836,"pseudo1",-54.4496125435,-30.5582523073,0,NA,189,110,3788,300,86,214,201,1559,8,323,344
101837,"pseudo1",-44.7829458769,-17.699918974,0,NA,235,132,1869,317,119,198,248,1300,79,9,469
101838,"pseudo1",-43.8579458769,-21.6415856406,0,NA,189,109,2048,266,95,171,209,1767,69,52,672
101839,"pseudo1",-70.6496125435,-10.2415856406,0,NA,246,111,511,316,166,150,250,2109,51,101,670
101840,"pseudo1",-59.6662792102,-3.07491897395,0,NA,274,84,458,330,228,102,271,2283,35,226,307
101841,"pseudo1",-73.9912792102,-10.574918974,0,NA,261,112,418,330,190,140,262,1982,39,210,491
101842,"pseudo1",-53.5412792102,-10.024918974,0,NA,251,147,588,362,143,219,248,2815,65,29,661
101843,"pseudo1",-44.7662792102,-11.2832523073,0,NA,241,155,1197,344,118,226,248,1074,73,6,236
101844,"pseudo1",-77.0746125435,-7.05825230729,0,NA,261,148,549,338,167,171,261,1323,35,136,352
101845,"pseudo1",-43.0079458769,-12.0165856406,0,NA,253,138,1013,344,155,189,257,934,77,1,222
101846,"pseudo1",-46.3996125435,-20.4582523073,0,NA,199,130,2108,273,79,194,215,1679,70,47,594
101847,"pseudo1",-68.0329458769,-21.4665856406,0,NA,34,142,3230,140,-89,229,65,79,146,0,49
101848,"pseudo1",-75.2996125435,2.25841435938,0,NA,157,94,269,212,106,106,157,1858,25,324,378
101849,"pseudo1",-52.0079458769,-5.25825230729,0,NA,243,107,370,308,180,128,239,2054,57,110,193
101850,"pseudo1",-62.4662792102,-4.06658564062,0,NA,264,87,406,320,218,102,260,2744,36,292,374
101851,"pseudo1",-68.3662792102,-6.34991897395,0,NA,254,106,373,315,188,127,254,2858,43,227,576
101852,"pseudo1",-54.4162792102,-25.0665856406,0,NA,214,126,3474,315,96,219,232,1860,19,316,484
101853,"pseudo1",-68.0162792102,-18.7332523073,0,NA,83,176,2781,191,-60,251,111,373,118,1,229
101854,"pseudo1",-69.0329458769,-3.08325230729,0,NA,255,90,337,306,204,102,256,3485,16,584,834
101855,"pseudo1",-51.8246125435,-7.21658564062,0,NA,247,132,327,332,160,172,248,2356,58,69,482
101856,"pseudo1",-50.3329458769,-27.7082523073,0,NA,167,106,3198,264,66,198,146,1676,13,324,421
101857,"pseudo1",-44.2912792102,-5.53325230729,0,NA,267,106,962,343,193,150,261,1335,71,34,73
101858,"pseudo1",-36.5412792102,-8.34158564062,0,NA,221,94,1571,292,155,137,222,662,60,39,124
101859,"pseudo1",-66.6912792102,-15.3332523073,0,NA,251,104,1475,320,160,160,261,2279,47,205,598
101860,"pseudo1",-72.0829458769,1.96674769271,0,NA,277,92,988,345,217,128,270,2606,51,224,224
101861,"pseudo1",-80.7912792102,-1.50825230729,0,NA,245,73,1117,295,191,104,258,387,78,25,195
101862,"pseudo1",-77.9246125435,2.36674769271,0,NA,263,76,332,309,222,87,265,5049,17,1016,1267
101863,"pseudo1",-52.3996125435,-12.099918974,0,NA,257,139,890,351,148,203,261,2099,68,14,684
101864,"pseudo1",-60.5079458769,-12.6165856406,0,NA,208,128,463,294,114,180,208,2152,62,52,461
101865,"pseudo1",-68.4246125435,-9.64991897395,0,NA,251,117,720,318,168,150,255,2143,50,111,448
101866,"pseudo1",-46.3746125435,-3.36658564062,0,NA,269,102,362,332,210,122,266,2036,66,127,135
101867,"pseudo1",-40.4996125435,-10.0415856406,0,NA,224,119,1492,299,140,159,236,496,68,13,208
101868,"pseudo1",-42.1996125435,-5.31658564062,0,NA,265,116,984,351,188,163,255,1529,81,25,87
101869,"pseudo1",-59.8829458769,-10.8582523073,0,NA,234,127,523,324,133,191,235,2205,66,33,225
101870,"pseudo1",-61.6162792102,-5.74991897395,0,NA,264,91,386,321,209,112,259,2752,41,223,648
101871,"pseudo1",-46.2246125435,-20.6665856406,0,NA,207,130,2148,283,88,195,223,1729,69,53,615
101872,"pseudo1",-76.6162792102,-0.958252307286,0,NA,241,94,423,295,186,109,238,3577,17,689,876
101873,"pseudo1",-42.6329458769,-4.18325230729,0,NA,272,113,899,354,198,156,264,1885,77,46,71
101874,"pseudo1",-48.4746125435,-20.824918974,0,NA,228,121,1817,298,120,178,242,1577,69,56,632
101875,"pseudo1",-71.5829458769,-15.8832523073,0,NA,60,176,1137,163,-64,227,70,375,99,2,222
101876,"pseudo1",-51.4329458769,-1.99991897395,0,NA,268,99,434,330,215,115,266,2574,50,194,204
101877,"pseudo1",-48.4996125435,-20.874918974,0,NA,227,122,1793,297,120,177,242,1574,69,56,634
101878,"pseudo1",-55.2496125435,-22.0165856406,0,NA,232,119,2446,313,119,194,244,1538,32,159,422
101879,"pseudo1",-62.8579458769,-4.71658564062,0,NA,263,88,318,318,213,105,260,2269,38,216,275
101880,"pseudo1",-68.6996125435,-8.46658564062,0,NA,246,125,693,314,160,154,250,2646,48,183,689
101881,"pseudo1",-69.6412792102,1.30008102605,0,NA,256,94,482,315,204,111,249,3564,26,580,598
101882,"pseudo1",-55.3496125435,-23.949918974,0,NA,216,115,3131,306,97,209,234,1769,24,256,499
101883,"pseudo1",-68.8579458769,5.26674769271,0,NA,280,95,751,350,223,127,270,2881,59,172,191
101884,"pseudo1",-54.7412792102,-23.4415856406,0,NA,223,118,2737,311,111,200,238,1715,28,229,505
101885,"pseudo1",-63.7496125435,-5.64991897395,0,NA,265,93,279,325,210,115,263,2720,41,241,369
101886,"pseudo1",-43.0246125435,-3.79158564062,0,NA,270,104,774,343,203,140,263,1929,75,48,70
101887,"pseudo1",-66.4246125435,-7.30825230729,0,NA,259,104,371,319,191,128,260,2757,46,179,562
101888,"pseudo1",-68.4079458769,1.47508102605,0,NA,259,106,447,322,202,120,256,3687,23,653,681
101889,"pseudo1",-53.6246125435,-9.69991897395,0,NA,254,146,569,364,147,217,250,2812,63,32,665
101890,"pseudo1",-58.5746125435,-6.24991897395,0,NA,260,100,357,331,184,147,257,2522,49,149,454
101891,"pseudo1",-61.6246125435,-1.25825230729,0,NA,272,93,341,328,220,108,268,2272,28,363,379
101892,"pseudo1",-48.6579458769,-26.149918974,0,NA,212,75,2829,288,132,156,245,2090,35,267,747
101893,"pseudo1",-42.8496125435,-6.54991897395,0,NA,271,112,854,352,202,150,261,1375,73,17,73
101894,"pseudo1",-69.2662792102,-11.7082523073,0,NA,245,111,1149,320,153,167,253,2142,47,143,627
101895,"pseudo1",-56.5246125435,-29.5832523073,0,NA,203,118,4450,325,83,242,198,1543,17,264,352
